username,display_name,platform,account_age_days,followers_count,following_count,posts_count,has_profile_pic,has_bio,is_verified,has_url,avg_likes_per_post,avg_retweets_per_post,posting_frequency_per_day,bio_length,username_digits_count,follower_following_ratio,engagement_rate,profile_completeness,label,is_bot
user_1195_3,User 1195,Twitter/X,40,6190,4802,46,0,1,0,0,0.68,0.04,0.13,36,3,1.2888,0.0056,1.3,1,1
user_1196_3,User 1196,Twitter/X,390,8,1202,2,0,0,0,0,0.0,0.0,0.0,0,3,0.0067,0.0,0.2,1,1
user_1197_1,User 1197,Twitter/X,1916,1531,398,920,1,1,0,0,7.4,0.0,2.05,69,1,3.8371,4.4439,1.6,0,0
user_1198_2,User 1198,Twitter/X,1066,997,1158,125,1,1,0,0,20.56,4.88,0.23,1,2,0.8602,3.7976,0.8,0,0
user_1199_2,User 1199,Twitter/X,410,280,302,1533,1,1,0,1,24.56,2.57,0.99,76,2,0.9241,162.0288,1.8,0,0
user_1200_6,User 1200,Twitter/X,88,228,2876,1886,1,0,0,0,1.06,0.13,96.97,0,6,0.0792,10.8713,0.5,1,1
user_1201_3,User 1201,Twitter/X,121,5,1242,3,0,1,0,0,0.0,0.0,0.0,0,3,0.004,0.0,0.5,1,1
user_1202_1,User 1202,Twitter/X,696,707,1086,1344,1,1,0,0,13.71,4.58,0.93,75,1,0.6504,43.4142,1.6,0,0
user_1203_4,User 1203,Twitter/X,114,13285,4889,22,0,1,0,1,2.23,0.03,0.43,10,4,2.7168,0.0038,0.7,1,1
user_1204_6,User 1204,Twitter/X,318,4,1439,2,0,0,0,0,0.0,0.0,0.0,0,6,0.0028,0.0,0.2,1,1
user_1205_0,User 1205,Twitter/X,682,1009,721,78,1,1,0,0,26.78,4.25,2.01,85,0,1.3975,2.7246,1.6,0,0
user_1206_3,User 1206,Twitter/X,75,29831,4315,29,1,0,0,0,3.3,0.33,0.38,0,3,6.9117,0.0038,0.5,1,1
user_1207_0,User 1207,Twitter/X,1345,700,1622,401,1,1,0,1,8.52,4.54,1.1,54,0,0.4313,10.0679,1.8,0,0
user_1208_0,User 1208,Twitter/X,572,759,552,366,1,1,0,1,3.23,1.64,1.05,44,0,1.3725,3.1351,1.8,0,0
user_1209_1,User 1209,Twitter/X,391,382,574,912,1,1,0,1,29.99,6.0,0.74,85,1,0.6643,99.9866,1.8,0,0
user_1210_3,User 1210,Twitter/X,47,7743,3925,31,1,1,0,0,1.2,0.94,0.38,36,3,1.9722,0.0123,1.6,1,1
user_1211_5,User 1211,Twitter/X,88,20096,4385,31,1,1,0,1,2.3,0.84,0.13,30,5,4.5819,0.0061,1.0,1,1
user_1212_0,User 1212,Twitter/X,126,613,632,513,1,1,0,0,32.0,6.26,1.63,85,0,0.9684,37.1967,1.6,0,0
user_1213_0,User 1213,Twitter/X,1799,294,315,330,1,1,0,1,21.26,4.41,2.08,66,0,0.9304,33.6488,1.8,0,0
user_1214_3,User 1214,Twitter/X,93,23086,4871,28,0,0,0,1,3.13,0.54,0.17,0,3,4.7385,0.0051,0.4,1,1
user_1215_7,User 1215,Twitter/X,61,238,3090,2089,0,1,0,0,0.66,0.52,113.31,6,7,0.077,14.859,0.5,1,1
user_1216_0,User 1216,Twitter/X,589,373,541,825,1,1,0,0,14.99,5.08,2.05,73,0,0.6882,55.4779,1.6,0,0
user_1217_2,User 1217,Twitter/X,393,267,283,204,1,1,0,1,7.42,1.21,1.31,30,2,0.9401,7.4901,1.0,0,0
user_1218_7,User 1218,Twitter/X,13,123,3436,1498,0,1,0,0,1.26,0.69,93.58,15,7,0.0358,31.8929,0.5,1,1
user_1219_0,User 1219,Twitter/X,1015,922,261,1328,1,0,0,0,25.35,2.94,0.95,0,0,3.5191,44.9333,0.5,0,0
user_1220_0,User 1220,Twitter/X,705,847,173,435,1,1,0,1,32.97,4.28,1.79,65,0,4.8678,21.3037,1.8,0,0
user_1221_7,User 1221,Twitter/X,58,164,1903,1960,0,0,0,0,1.04,0.17,56.15,0,7,0.0861,16.3927,0.2,1,1
user_1222_0,User 1222,Twitter/X,687,221,522,364,1,1,0,1,27.96,3.76,2.07,63,0,0.4226,58.1744,1.8,0,0
user_1223_4,User 1223,Twitter/X,43,63,4492,4383,0,0,0,0,1.21,0.72,36.36,0,4,0.014,181.4836,0.2,1,1
user_1224_6,User 1224,Twitter/X,38,167,4888,237,1,0,0,0,1.21,0.35,119.7,0,6,0.0342,2.6945,0.5,1,1
user_1225_0,User 1225,Twitter/X,318,1379,335,595,1,1,0,0,23.21,1.22,1.26,71,0,4.1042,11.0592,1.6,0,0
user_1226_5,User 1226,Twitter/X,54,236,4131,3349,1,0,0,0,0.93,0.59,32.84,0,5,0.0571,29.816,0.5,1,1
user_1227_5,User 1227,Twitter/X,68,273,4155,1918,1,1,0,0,0.95,0.13,64.76,22,5,0.0657,8.47,0.8,1,1
user_1228_0,User 1228,Twitter/X,421,1618,409,192,1,0,0,0,22.09,5.56,2.01,0,0,3.9463,3.9384,0.5,0,0
user_1229_4,User 1229,Twitter/X,42,44970,3788,17,0,1,0,0,3.18,0.26,0.35,34,4,11.8686,0.0014,1.3,1,1
user_1230_6,User 1230,Twitter/X,20,35,3946,1018,0,0,0,0,0.05,0.7,40.56,0,6,0.0089,41.0028,0.2,1,1
user_1231_0,User 1231,Twitter/X,999,1288,847,546,1,1,0,0,27.29,1.88,2.04,39,0,1.5189,13.1523,1.6,0,0
user_1232_0,User 1232,Twitter/X,1345,529,1086,212,1,1,0,0,21.09,5.68,1.45,89,0,0.4867,12.98,1.6,0,0
user_1233_3,User 1233,Twitter/X,119,24203,4665,24,1,0,0,0,3.19,0.93,0.47,0,3,5.1871,0.005,0.5,1,1
user_1234_0,User 1234,Twitter/X,785,281662,987,4889,1,1,0,1,927.84,320.82,5.74,121,0,285.083,27.2424,1.8,0,0
user_1235_0,User 1235,Twitter/X,675,563,1042,1647,1,1,0,1,33.9,2.44,2.11,78,0,0.5398,113.2459,1.8,0,0
user_1236_6,User 1236,Twitter/X,73,288,3375,1440,0,0,0,0,0.42,0.74,76.24,0,6,0.0853,9.4671,0.2,1,1
user_1237_2,User 1237,Twitter/X,162,1464,287,612,1,1,0,1,16.67,3.92,1.87,87,2,5.0833,10.239,1.8,0,0
user_1238_0,User 1238,Twitter/X,1941,391,527,950,1,0,1,1,16.35,2.01,0.27,0,0,0.7405,49.3661,0.7,0,0
user_1239_0,User 1239,Twitter/X,626,438,437,655,1,1,0,0,21.84,2.74,0.95,50,0,1.0,40.7622,1.6,0,0
user_1240_0,User 1240,Twitter/X,309,478,679,105,1,1,0,1,16.8,4.2,0.76,39,0,0.7029,5.524,1.8,0,0
user_1241_1,User 1241,Twitter/X,612,1152,355,2048,1,1,0,0,15.43,5.95,2.47,68,1,3.236,48.5445,1.6,0,0
user_1242_0,User 1242,Twitter/X,293,1790,511,490,1,1,0,1,26.29,3.01,2.38,57,0,3.4961,8.8397,1.8,0,0
user_1243_2,User 1243,Twitter/X,75,13089,3883,29,1,1,0,0,3.07,0.19,0.18,16,2,3.37,0.0076,0.8,1,1
user_1244_7,User 1244,Twitter/X,29,278,4894,1793,0,0,0,1,0.55,0.07,73.46,0,7,0.0568,4.4343,0.4,1,1
user_1245_7,User 1245,Twitter/X,19,205,2271,592,1,0,0,0,0.0,0.7,98.22,0,7,0.0902,4.0233,0.5,1,1
user_1246_6,User 1246,Twitter/X,17,142,2729,296,0,1,0,0,0.44,0.17,40.01,27,6,0.052,1.6145,0.5,1,1
user_1247_0,User 1247,Twitter/X,2215,18390,998,725,1,1,1,1,1960.74,166.82,6.79,100,0,18.4084,90.4478,1.8,0,0
user_1248_0,User 1248,Twitter/X,144,402,221,697,1,0,0,1,25.09,2.93,0.16,0,0,1.8108,53.5289,0.7,0,0
user_1249_2,User 1249,Twitter/X,160,773,642,323,1,1,0,1,20.6,2.61,0.67,82,2,1.2022,10.775,1.8,0,0
user_1250_0,User 1250,Twitter/X,174,1930,578,1604,1,0,1,1,17.07,3.93,1.57,0,0,3.3333,20.7083,0.7,0,0
user_1251_2,User 1251,Twitter/X,1627,316,1008,1249,1,1,0,1,29.78,1.86,2.1,33,2,0.3132,131.9921,1.8,0,0
user_1252_1,User 1252,Twitter/X,492,265,664,146,1,1,0,1,18.08,1.6,1.07,108,1,0.3985,11.68,1.8,0,0
user_1253_7,User 1253,Twitter/X,82,101,3918,733,0,0,0,0,0.64,0.66,27.59,0,7,0.0258,14.0851,0.2,1,1
user_1254_0,User 1254,Twitter/X,907,43944,1034,1296,1,1,0,1,348.75,237.8,7.32,135,0,42.458,24.3112,1.8,0,0
user_1255_2,User 1255,Twitter/X,112,28803,4076,30,1,1,0,0,1.97,0.01,0.42,34,2,7.0648,0.0021,1.6,1,1
user_1256_5,User 1256,Twitter/X,63,4895,4574,38,0,1,0,1,0.96,0.17,0.31,18,5,1.0699,0.0101,0.7,1,1
user_1257_7,User 1257,Twitter/X,88,85,4894,1228,0,0,0,0,1.04,0.37,38.78,0,7,0.0174,25.4167,0.2,1,1
user_1258_0,User 1258,Twitter/X,809,377,725,936,1,1,0,0,17.45,1.8,1.26,53,0,0.5193,52.1238,1.6,0,0
user_1259_6,User 1259,Twitter/X,75,121,3106,822,1,0,0,1,1.03,0.43,18.43,0,6,0.0389,12.7343,0.7,1,1
user_1260_0,User 1260,Twitter/X,710,63415,965,3264,1,1,0,1,848.86,70.93,5.29,118,0,65.647,50.992,1.8,0,0
user_1261_6,User 1261,Twitter/X,430,1,773,3,0,0,0,0,0.0,0.0,0.0,0,6,0.0013,0.0,0.2,1,1
user_1262_5,User 1262,Twitter/X,57,118,2393,323,0,0,0,0,0.99,0.06,56.5,0,5,0.0493,3.0129,0.2,1,1
user_1263_1,User 1263,Twitter/X,1524,592,361,170,1,1,0,1,20.57,6.24,1.07,100,1,1.6354,9.4747,1.8,0,0
user_1264_0,User 1264,Twitter/X,1857,37970,1032,4175,1,1,1,1,1132.61,505.54,4.02,124,0,36.757,235.7037,1.8,0,0
user_1265_1,User 1265,Twitter/X,1607,542,101,763,1,1,0,1,17.24,4.34,1.85,97,1,5.3137,36.4217,1.8,0,0
user_1266_6,User 1266,Twitter/X,300,15,605,2,0,0,0,0,0.0,0.0,0.0,0,6,0.0248,0.0,0.2,1,1
user_1267_2,User 1267,Twitter/X,87,4924,3910,47,0,1,0,0,1.88,0.55,0.24,14,2,1.259,0.0284,0.5,1,1
user_1268_0,User 1268,Twitter/X,2199,124121,741,2113,1,1,0,1,1500.65,270.61,2.14,102,0,167.279,34.7599,1.8,0,0
user_1269_6,User 1269,Twitter/X,83,131,1677,180,1,0,0,0,0.87,0.01,97.67,0,6,0.0781,1.2136,0.5,1,1
user_1270_0,User 1270,Twitter/X,830,432,556,942,1,1,0,1,17.21,2.29,2.1,50,0,0.7756,47.4046,1.8,0,0
user_1271_6,User 1271,Twitter/X,84,37,3075,923,1,0,0,0,1.13,0.04,66.72,0,6,0.012,29.3903,0.5,1,1
user_1272_0,User 1272,Twitter/X,521,982,644,242,1,1,0,0,31.58,1.77,0.24,62,0,1.5225,8.646,1.6,0,0
user_1273_0,User 1273,Twitter/X,940,464,243,368,1,1,0,1,9.17,2.84,1.87,100,0,1.9016,11.7523,1.8,0,0
user_1274_2,User 1274,Twitter/X,4043,254,812,1444,1,1,0,1,3.31,1.93,1.45,55,2,0.3124,40.6019,1.8,0,0
user_1275_4,User 1275,Twitter/X,101,15185,4718,40,0,1,0,0,4.5,0.99,0.18,16,4,3.2178,0.0171,0.5,1,1
user_1276_1,User 1276,Twitter/X,1725,451,972,1925,1,1,0,0,25.34,1.4,1.6,83,1,0.4635,119.844,1.6,0,0
user_1277_0,User 1277,Twitter/X,169,771,246,338,1,1,0,0,28.0,3.13,0.17,56,0,3.1215,14.9998,1.6,0,0
user_1278_0,User 1278,Twitter/X,1453,19597,1102,1597,1,1,0,1,2852.93,255.03,4.95,94,0,17.767,274.043,1.8,0,0
user_1279_0,User 1279,Twitter/X,854,633,476,1170,1,1,0,1,23.11,5.62,1.73,62,0,1.327,63.3904,1.8,0,0
user_1280_0,User 1280,Twitter/X,316,755,1172,2043,1,1,0,0,11.92,4.07,1.06,87,0,0.6436,54.2098,1.6,0,0
user_1281_0,User 1281,Twitter/X,1116,1023,1143,758,1,0,0,0,5.51,6.51,0.68,0,0,0.8942,13.7165,0.5,0,0
user_1282_1,User 1282,Twitter/X,201,1537,1215,876,1,1,0,0,20.71,1.62,0.41,108,1,1.264,13.6412,1.6,0,0
user_1283_5,User 1283,Twitter/X,79,154,4055,2030,0,0,0,0,0.66,0.49,104.25,0,5,0.038,21.4787,0.2,1,1
user_1284_0,User 1284,Twitter/X,2767,1012,2325,406,1,1,0,1,23.26,0.96,2.07,64,0,0.4351,10.0919,1.8,0,0
user_1285_1,User 1285,Twitter/X,414,405,1443,1029,1,1,0,1,23.65,3.01,0.15,55,1,0.2805,75.1981,1.8,0,0
user_1286_8,User 1286,Twitter/X,33,205,2885,2923,0,0,0,1,0.38,0.1,76.38,0,8,0.071,8.2298,0.4,1,1
user_1287_0,User 1287,Twitter/X,171,565,195,698,1,1,0,0,16.29,5.42,1.03,47,0,2.8827,33.4571,1.6,0,0
user_1288_0,User 1288,Twitter/X,1464,2035,711,756,1,1,0,0,15.76,1.57,0.49,43,0,2.8581,7.0179,1.6,0,0
user_1289_3,User 1289,Twitter/X,77,33825,4838,30,1,1,0,1,0.86,0.57,0.46,21,3,6.9901,0.0018,1.0,1,1
user_1290_0,User 1290,Twitter/X,251,2055,172,983,1,1,0,1,29.91,2.09,2.36,87,0,11.8786,16.2989,1.8,0,0
user_1291_7,User 1291,Twitter/X,87,61,4027,182,0,0,0,0,1.4,0.54,65.53,0,7,0.0151,7.28,0.2,1,1
user_1292_3,User 1292,Twitter/X,111,19,263,2,1,0,0,0,0.0,0.0,0.0,0,3,0.072,0.0,0.5,1,1
user_1293_0,User 1293,Twitter/X,1739,33978,839,2315,1,1,0,1,492.52,186.11,1.34,118,0,40.45,58.915,1.8,0,0
user_1294_4,User 1294,Twitter/X,52,27125,4709,29,1,1,0,1,3.19,0.41,0.48,26,4,5.759,0.0043,1.0,1,1
user_1295_0,User 1295,Twitter/X,906,223,662,762,1,0,0,0,30.71,2.47,1.03,0,0,0.3363,121.2737,0.5,0,0
user_1296_0,User 1296,Twitter/X,693,419,1091,510,1,0,0,1,19.25,5.55,2.4,0,0,0.3837,36.8536,0.7,0,0
user_1297_0,User 1297,Twitter/X,156,716,180,478,1,1,0,0,16.25,4.14,0.44,68,0,3.9558,16.3533,1.6,0,0
user_1298_4,User 1298,Twitter/X,23,3062,5076,23,1,1,0,0,2.01,0.18,0.09,38,4,0.6031,0.0178,1.6,1,1
user_1299_5,User 1299,Twitter/X,31,124,2329,303,0,1,0,0,0.82,0.38,111.86,6,5,0.0532,3.8299,0.5,1,1
user_1300_0,User 1300,Twitter/X,1340,891,416,137,1,1,0,1,27.61,4.07,2.03,45,0,2.1367,5.4908,1.8,0,0
user_1301_0,User 1301,Twitter/X,1118,46658,927,1880,1,1,0,1,3777.56,569.24,7.35,142,0,50.278,198.0787,1.8,0,0
user_1302_3,User 1302,Twitter/X,204,7,1371,2,0,0,0,0,0.0,0.0,0.0,0,3,0.0051,0.0,0.2,1,1
user_1303_4,User 1303,Twitter/X,75,5641,5784,30,0,1,0,0,2.1,0.78,0.3,17,4,0.9751,0.0195,0.5,1,1
user_1304_3,User 1304,Twitter/X,98,22921,3820,32,1,0,0,0,2.39,0.6,0.28,0,3,5.9987,0.005,0.5,1,1
user_1305_0,User 1305,Twitter/X,668,1207,264,324,1,1,0,1,17.51,3.96,2.24,91,0,4.5547,6.8206,1.8,0,0
user_1306_6,User 1306,Twitter/X,41,227,4695,1797,0,0,0,0,0.37,0.25,73.29,0,6,0.0483,6.857,0.2,1,1
user_1307_0,User 1307,Twitter/X,1646,14254,353,3323,1,1,1,1,2204.72,43.49,5.55,131,0,40.2655,534.2209,1.8,0,0
user_1308_5,User 1308,Twitter/X,110,3,1783,2,0,0,0,0,0.0,0.0,0.0,0,5,0.0017,0.0,0.2,1,1
user_1309_2,User 1309,Twitter/X,112,89886,4802,37,1,1,0,0,1.54,0.9,0.17,16,2,18.7146,0.0014,0.8,1,1
user_1310_8,User 1310,Twitter/X,47,205,2336,2937,1,0,0,0,0.31,0.78,82.79,0,8,0.0877,26.6611,0.5,1,1
user_1311_0,User 1311,Twitter/X,1338,1048,1069,904,1,1,0,0,11.43,7.3,1.89,41,0,0.9794,22.432,1.6,0,0
user_1312_0,User 1312,Twitter/X,876,21071,832,3292,1,1,1,1,2927.58,507.9,2.28,107,0,25.2953,616.0596,1.8,0,0
user_1313_0,User 1313,Twitter/X,171,865,435,478,1,1,0,1,13.48,4.35,1.76,68,0,1.9839,12.2425,1.8,0,0
user_1314_0,User 1314,Twitter/X,1745,45725,909,2620,1,1,1,1,377.23,801.16,3.3,95,0,50.2473,113.4239,1.8,0,0
user_1315_2,User 1315,Twitter/X,93,28065,4428,43,0,1,0,1,3.55,0.25,0.44,15,2,6.3366,0.0062,0.7,1,1
user_1316_6,User 1316,Twitter/X,45,256,2841,468,1,0,0,0,1.08,0.41,78.45,0,6,0.0901,3.4599,0.5,1,1
user_1317_7,User 1317,Twitter/X,75,215,1868,3750,1,1,0,0,1.32,0.58,26.82,15,7,0.115,43.0556,0.8,1,1
user_1318_0,User 1318,Twitter/X,2723,800,172,1185,1,1,0,0,18.19,2.97,2.44,29,0,4.6243,35.6979,0.8,0,0
user_1319_0,User 1319,Twitter/X,1197,115977,405,12742,1,1,1,1,545.18,59.05,5.64,156,0,285.6576,72.8717,1.8,0,0
user_1320_4,User 1320,Twitter/X,58,11227,4188,41,1,1,0,0,1.65,0.75,0.28,19,4,2.6801,0.0115,0.8,1,1
user_1321_4,User 1321,Twitter/X,317,18,755,0,0,0,0,0,0.0,0.0,0.0,0,4,0.0238,0.0,0.2,1,1
user_1322_1,User 1322,Twitter/X,120,938,749,1102,1,1,0,1,18.27,1.42,0.94,100,1,1.2507,24.7745,1.8,0,0
user_1323_1,User 1323,Twitter/X,148,1402,385,741,1,0,0,1,34.34,3.48,2.47,0,1,3.6321,21.8128,0.7,0,0
user_1324_0,User 1324,Twitter/X,738,777,249,1611,1,1,0,1,11.74,1.98,0.26,70,0,3.108,32.5099,1.8,0,0
user_1325_0,User 1325,Twitter/X,1067,114335,402,3140,1,1,0,1,3879.46,55.53,3.08,128,0,283.7097,109.5913,1.8,0,0
user_1326_2,User 1326,Twitter/X,429,869,355,784,1,1,0,0,28.43,6.64,2.34,66,2,2.441,37.5869,1.6,0,0
user_1327_6,User 1327,Twitter/X,80,67,2494,782,0,0,0,0,0.24,0.55,32.59,0,6,0.0269,15.41,0.2,1,1
user_1328_0,User 1328,Twitter/X,2410,77251,501,3913,1,1,0,1,768.55,173.4,1.28,107,0,153.8865,56.4952,1.8,0,0
user_1329_0,User 1329,Twitter/X,277,840,400,835,1,1,0,0,27.46,4.46,0.27,33,0,2.0948,36.1205,1.6,0,0
user_1330_1,User 1330,Twitter/X,248,262,387,1502,1,1,0,1,10.12,6.31,2.08,61,1,0.6753,129.8687,1.8,0,0
user_1331_0,User 1331,Twitter/X,213,195,1228,262,1,0,0,0,12.21,3.11,0.45,0,0,0.1587,24.636,0.5,0,0
user_1332_1,User 1332,Twitter/X,2053,630,461,865,1,1,0,0,31.23,3.01,0.99,79,1,1.3636,51.0638,1.6,0,0
user_1333_0,User 1333,Twitter/X,2550,959,1382,570,1,1,0,0,4.64,3.37,1.27,78,0,0.6934,6.7569,1.6,0,0
user_1334_4,User 1334,Twitter/X,384,15,1642,2,0,0,0,0,0.0,0.0,0.0,0,4,0.0091,0.0,0.2,1,1
user_1335_1,User 1335,Twitter/X,1383,708,795,529,1,1,0,1,26.75,6.15,0.55,29,1,0.8894,29.136,1.0,0,0
user_1336_0,User 1336,Twitter/X,773,27259,765,6913,1,1,1,1,1706.85,827.42,3.99,128,0,35.5862,852.5078,1.8,0,0
user_1337_0,User 1337,Twitter/X,1974,24529,782,1807,1,1,0,1,248.07,986.17,2.7,107,0,31.3269,163.5663,1.8,0,0
user_1338_5,User 1338,Twitter/X,103,14999,4736,32,1,1,0,1,3.08,0.34,0.34,12,5,3.1664,0.008,1.0,1,1
user_1339_0,User 1339,Twitter/X,437,364,135,1805,1,1,0,1,15.37,4.22,1.13,77,0,2.6765,117.7453,1.8,0,0
user_1340_5,User 1340,Twitter/X,35,6569,4082,6,1,1,0,1,3.5,0.44,0.48,31,5,1.6089,0.004,1.8,1,1
user_1341_0,User 1341,Twitter/X,859,12713,617,3804,1,1,1,1,1197.28,269.44,2.16,139,0,20.5712,519.4551,1.8,0,0
user_1342_5,User 1342,Twitter/X,463,18,1548,1,1,0,0,0,0.0,0.0,0.0,0,5,0.0116,0.0,0.5,1,1
user_1343_4,User 1343,Twitter/X,78,13093,3751,28,1,1,0,0,4.12,0.19,0.09,23,4,3.4896,0.0096,0.8,1,1
user_1344_0,User 1344,Twitter/X,888,50841,965,2861,1,1,1,1,676.79,374.03,1.26,68,0,52.6304,80.1797,1.8,0,0
user_1345_3,User 1345,Twitter/X,106,11,1507,3,0,0,0,0,0.0,0.0,0.0,0,3,0.0073,0.0,0.2,1,1
user_1346_0,User 1346,Twitter/X,1642,23499,703,739,1,1,0,1,2380.29,108.55,2.36,97,0,33.3793,81.6796,1.8,0,0
user_1347_0,User 1347,Twitter/X,2257,13197,504,3504,1,1,0,1,2356.11,71.38,1.32,133,0,26.1327,663.4369,1.8,0,0
user_1348_0,User 1348,Twitter/X,558,542,1939,188,1,1,0,0,30.79,5.1,0.78,46,0,0.2794,14.1917,1.6,0,0
user_1349_6,User 1349,Twitter/X,28,102,4736,215,0,1,0,0,0.82,0.2,51.04,26,6,0.0215,2.5466,0.5,1,1
user_1350_0,User 1350,Twitter/X,625,10807,1444,2999,1,1,0,1,1579.06,714.15,5.03,117,0,7.4789,834.4812,1.8,0,0
user_1351_1,User 1351,Twitter/X,817,434,1321,824,1,1,0,1,24.47,1.12,0.54,91,1,0.3283,50.5955,1.8,0,0
user_1352_0,User 1352,Twitter/X,807,57936,772,2784,1,1,0,1,5212.32,98.65,1.91,122,0,74.9495,259.9441,1.8,0,0
user_1353_0,User 1353,Twitter/X,1500,11061,590,3071,1,1,1,1,308.84,233.24,7.39,99,0,18.7157,215.2421,1.8,0,0
user_1354_0,User 1354,Twitter/X,1535,264,1316,1549,1,1,0,1,9.74,3.18,0.78,49,0,0.2005,94.1091,1.8,0,0
user_1355_3,User 1355,Twitter/X,421,14,1955,3,1,0,0,0,0.0,0.0,0.0,0,3,0.0072,0.0,0.5,1,1
user_1356_4,User 1356,Twitter/X,20,284,2265,889,1,0,0,0,0.67,0.59,38.97,0,4,0.1253,5.7707,0.5,1,1
user_1357_0,User 1357,Twitter/X,634,451,235,1313,1,1,0,1,19.66,3.77,0.12,0,0,1.911,79.0124,1.0,0,0
user_1358_3,User 1358,Twitter/X,19,9888,4472,27,1,1,0,1,4.09,0.86,0.26,24,3,2.2106,0.0159,1.0,1,1
user_1359_3,User 1359,Twitter/X,448,1,1739,2,0,1,0,0,0.0,0.0,0.0,0,3,0.0006,0.0,0.5,1,1
user_1360_0,User 1360,Twitter/X,3022,21407,901,3547,1,1,1,1,1062.44,125.93,4.29,135,0,23.7328,217.7607,1.8,0,0
user_1361_6,User 1361,Twitter/X,30,65,1951,807,1,0,0,0,0.25,0.27,113.69,0,6,0.0333,9.6595,0.5,1,1
user_1362_6,User 1362,Twitter/X,342,3,1793,1,1,0,0,0,0.0,0.0,0.0,0,6,0.0017,0.0,0.5,1,1
user_1363_0,User 1363,Twitter/X,201,295,1025,637,1,0,0,0,9.14,4.29,1.14,0,0,0.2875,38.1339,0.5,0,0
user_1364_0,User 1364,Twitter/X,1091,119206,879,2697,1,1,1,1,4126.05,217.81,4.17,124,0,135.4614,103.2055,1.8,0,0
user_1365_2,User 1365,Twitter/X,2672,750,225,745,1,1,0,0,12.99,2.34,0.83,58,2,3.3186,17.5288,1.6,0,0
user_1366_6,User 1366,Twitter/X,267,11,1828,0,0,0,0,0,0.0,0.0,0.0,0,6,0.006,0.0,0.2,1,1
user_1367_1,User 1367,Twitter/X,260,654,788,2178,1,1,0,1,14.15,1.15,2.45,56,1,0.8289,54.6994,1.8,0,0
user_1368_0,User 1368,Twitter/X,1609,22890,1360,3912,1,1,1,1,1334.07,155.9,6.41,102,0,16.8185,281.274,1.8,0,0
user_1369_1,User 1369,Twitter/X,572,257,1340,647,1,1,0,1,19.31,7.89,1.17,66,1,0.1916,87.997,1.8,0,0
user_1370_0,User 1370,Twitter/X,793,873,1475,1062,1,1,0,0,12.0,1.01,2.25,63,0,0.5915,17.0357,1.6,0,0
user_1371_0,User 1371,Twitter/X,1896,25974,948,2956,1,1,0,1,1010.42,136.69,2.35,99,0,27.3699,146.0987,1.8,0,0
user_1372_0,User 1372,Twitter/X,3068,216,906,261,1,1,0,1,11.41,4.87,2.12,27,0,0.2381,25.4385,1.0,0,0
user_1373_4,User 1373,Twitter/X,136,3,760,2,1,0,0,0,0.0,0.0,0.0,0,4,0.0039,0.0,0.5,1,1
user_1374_1,User 1374,Twitter/X,338,544,1489,380,1,1,0,1,8.9,1.71,1.31,77,1,0.3651,8.5901,1.8,0,0
user_1375_2,User 1375,Twitter/X,1049,824,602,527,1,1,0,0,13.24,5.3,1.17,88,2,1.3665,15.2287,1.6,0,0
user_1376_0,User 1376,Twitter/X,988,1282,721,1857,1,1,0,1,20.59,8.06,0.22,63,0,1.7756,53.1336,1.8,0,0
user_1377_0,User 1377,Twitter/X,681,170,449,142,1,1,0,1,22.73,4.86,0.37,90,0,0.3778,26.9468,1.8,0,0
user_1378_4,User 1378,Twitter/X,63,14284,4722,6,1,0,0,0,1.82,0.55,0.11,0,4,3.0243,0.0012,0.5,1,1
user_1379_7,User 1379,Twitter/X,18,40,2009,4293,1,0,0,0,0.97,0.69,101.96,0,7,0.0199,246.0622,0.5,1,1
user_1380_0,User 1380,Twitter/X,215,468,337,1450,1,1,0,1,20.96,1.7,2.33,40,0,1.3846,75.3134,1.8,0,0
user_1381_4,User 1381,Twitter/X,91,30152,5165,10,1,1,0,1,2.48,0.04,0.21,34,4,5.8366,0.0008,1.8,1,1
user_1382_0,User 1382,Twitter/X,568,37834,1196,4646,1,1,0,1,1094.13,57.08,7.81,108,0,31.6074,148.3736,1.8,0,0
user_1383_0,User 1383,Twitter/X,639,1496,226,321,1,0,0,1,8.94,3.25,1.2,0,0,6.5903,3.3108,0.7,0,0
user_1384_5,User 1384,Twitter/X,101,7208,4983,23,1,1,0,0,2.98,0.19,0.1,37,5,1.4462,0.0107,1.6,1,1
user_1385_5,User 1385,Twitter/X,9,254,3033,938,1,0,0,1,0.87,0.15,34.76,0,5,0.0837,4.3038,0.7,1,1
user_1386_0,User 1386,Twitter/X,828,677,343,1426,1,1,0,1,4.33,5.19,0.59,94,0,1.968,30.9387,1.8,0,0
user_1387_0,User 1387,Twitter/X,231,1107,719,867,1,1,0,0,28.27,4.78,0.79,76,0,1.5375,29.6016,1.6,0,0
user_1388_0,User 1388,Twitter/X,2655,669,381,447,1,1,0,1,12.77,5.26,0.45,65,0,1.7513,15.5383,1.8,0,0
user_1389_2,User 1389,Twitter/X,256,1112,1511,240,1,1,0,0,16.29,4.26,2.25,72,2,0.7354,5.3499,1.6,0,0
user_1390_0,User 1390,Twitter/X,2881,357,600,902,1,0,0,0,28.87,2.79,0.44,0,0,0.594,86.7986,0.5,0,0
user_1391_5,User 1391,Twitter/X,35,4540,4256,34,1,1,0,1,3.33,0.27,0.07,23,5,1.0665,0.029,1.0,1,1
